,City,Lat-Long 1,Lat-Long 2,Box size
18182,"('Ivybridge', 'United Kingdom')","('50.3518419', '-3.9577668')","('50.4318419', '-3.8777668')",10.56193961797759 km
18183,"('Carahue', 'Chile')","('-38.9026052', '-73.5190728')","('-38.3941928', '-73.049471')",69.68825459150884 km
18184,"('Cottage Grove', 'United States')","('44.770063', '-93.021521')","('44.86215', '-92.862411')",16.22083350647377 km
18185,"('Stafford', 'United States')","('29.598108', '-95.5978228')","('29.648707', '-95.526966')",8.862828322879105 km
18186,"('Büdelsdorf', 'Germany')","('54.3074589', '9.6534295')","('54.3301026', '9.7173146')",4.8616397718501725 km
18187,"('Yuasa', 'Japan')","('34.007097', '135.0957081')","('34.063154', '135.241616')",14.839659571875357 km
18188,"('Sárospatak', 'Hungary')","('48.2292095', '21.4807707')","('48.4069749', '21.6863752')",24.965042828196964 km
18189,"('Ukrainsk', 'Ukraine')","('48.087623', '37.3526196')","('48.1085673', '37.3728393')",2.773385424408394 km
18190,"('Weatherford', 'United States')","('32.7116732', '-97.849991')","('32.8180838', '-97.6600791')",21.352223881687785 km
18191,"('Novaya Lyalya', 'Russia')","('59.0346243', '60.5532553')","('59.0725823', '60.6325474')",6.211594676458656 km
18192,"('Bopfingen', 'Germany')","('48.8116614', '10.2601807')","('48.9214941', '10.4294562')",17.419056228262207 km
18193,"('Nacozari Viejo', 'Mexico')","('30.2891432', '-109.7072378')","('30.3291432', '-109.6672378')",5.870759286686752 km
18194,"('Alamedin', 'Kyrgyzstan')","('42.8925968', '74.6250173')","('42.9422856', '74.6469551')",5.80333611743884 km
18195,"('Delavan', 'United States')","('43.7604578', '-94.0274293')","('43.7749153', '-94.0073542')",2.2788439838310555 km
18196,"('Abasolo', 'Mexico')","('24.0185822', '-98.4146935')","('24.0985822', '-98.3346935')",12.029725641236 km
18197,"('Sandown', 'United Kingdom')","('50.6493617', '-1.176102')","('50.6731788', '-1.1077406')",5.512164906964111 km
18198,"('Kingston', 'Australia')","('-29.0763564', '167.9395733')","('-29.0363564', '167.9795733')",5.901702352872437 km
18199,"('Vineyard', 'United States')","('40.278347', '-111.772424')","('40.333447', '-111.7323732')",7.001894803297378 km
18200,"('Coswig', 'Germany')","('51.1047889', '13.4994225')","('51.1614579', '13.6554167')",12.608420492852808 km
18201,"('North Lebanon', 'United States')","('43.4276125', '-70.8944649')","('43.4476125', '-70.8744649')",2.7493997443477047 km
18202,"('Mülheim-Kärlich', 'Germany')","('50.3633002', '7.4667975')","('50.4129976', '7.5415986')",7.671960099724171 km
18203,"('Kuchinarai', 'Thailand')","('16.4982691', '104.0119387')","('16.5782691', '104.0919387')",12.300421799742022 km
18204,"('Isperih', 'Bulgaria')","('43.580484', '26.657124')","('43.8484185', '27.034993')",42.58583275773661 km
18205,"('Richfield', 'United States')","('44.861813', '-93.3188276')","('44.8908011', '-93.2448252')",6.676049346515227 km
18206,"('Whistler', 'Canada')","('50.0771903', '-122.9943022')","('50.1571903', '-122.9143022')",10.579286018175576 km
18207,"('Otsego', 'United States')","('45.2223679', '-93.704806')","('45.305056', '-93.5148998')",17.509973261763164 km
18208,"('Malvern', 'United States')","('40.9979873', '-95.5945225')","('41.0162699', '-95.5724384')",2.752081662592455 km
18209,"('Cricova', 'Moldova')","('47.1147221', '28.839293')","('47.1563608', '28.8804985')",5.585746591926848 km
18210,"('Monschau', 'Germany')","('50.4943237', '6.1740833')","('50.6117104', '6.3802019')",19.593240418785317 km
18211,"('Cadillac', 'United States')","('44.222938', '-85.4567483')","('44.281316', '-85.376228')",9.134216719286519 km
18212,"('Lexington Park', 'United States')","('40.0434446', '-75.0562829')","('40.0634446', '-75.0362829')",2.800689648975093 km
18213,"('Malargüe', 'Argentina')","('-35.5245598', '-69.6167312')","('-35.4468036', '-69.5495129')",10.565621026900466 km
18214,"('Santiago', 'Costa Rica')","('9.8313543', '-83.8452172')","('9.9078768', '-83.7667076')",12.074345360115919 km
18215,"('Healdsburg', 'United States')","('38.602566', '-122.881573')","('38.604783', '-122.878547')",0.36061871979008353 km
18216,"('Lake Station', 'United States')","('41.550809', '-87.312527')","('41.594559', '-87.22168')",9.001112225711557 km
18217,"('Brighton', 'Canada')","('49.5264073', '-55.6641195')","('49.5536824', '-55.6156337')",4.6386854738215115 km
18218,"('Tolcayuca', 'Mexico')","('19.936667', '-98.940278')","('19.976667', '-98.900278')",6.094235925760161 km
18219,"('Sandy', 'United States')","('40.527662', '-111.921621')","('40.618005', '-111.7770159')",15.829551849322335 km
18220,"('Bocaina', 'Brazil')","('-22.198', '-48.646')","('-21.9864973', '-48.3947889')",34.93620755432423 km
18221,"('Casino', 'Australia')","('-28.908045', '152.9710987')","('-28.7949211', '153.0943799')",17.3755008297506 km
18222,"('Scorniceşti', 'Romania')","('44.4920719', '24.4436619')","('44.6571291', '24.6371349')",23.92840893759596 km
18223,"('Robertsville', 'United States')","('40.3262201', '-74.3079242')","('40.3662201', '-74.2679242')",5.592644058956599 km
18224,"('Red Bank', 'United States')","('40.336249', '-74.090631')","('40.363686', '-74.04985')",4.613621525596674 km
18225,"('Brown Deer', 'United States')","('43.148584', '-87.994895')","('43.1925634', '-87.950791')",6.060863872999572 km
18226,"('Crestwood', 'United States')","('41.631285', '-87.763007')","('41.66193', '-87.709728')",5.593333509596736 km
18227,"('Grants', 'United States')","('35.11746', '-107.910685')","('35.182674', '-107.785326')",13.521382120430228 km
18228,"('Opatija', 'Croatia')","('45.292782', '14.2629538')","('45.372782', '14.3429538')",10.880165077652972 km
18229,"('Moldava nad Bodvou', 'Slovakia')","('48.5598691', '20.9707005')","('48.6435824', '21.0225631')",10.06429651724688 km
18230,"('Vlašim', 'Czechia')","('49.668383', '14.8124582')","('49.7388156', '14.9701594')",13.812234707921897 km
18231,"('Valley Falls', 'United States')","('39.328367', '-95.469711')","('39.3507903', '-95.453174')",2.8688037427938813 km
18232,"('Dolo Bay', 'Ethiopia')","('4.1372956', '42.0177039')","('4.2172956', '42.0977039')",12.5359476747337 km
18233,"('Neuhausen am Rheinfall', 'Switzerland')","('47.6615273', '8.5634368')","('47.6956539', '8.6273477')",6.117730136350261 km
18234,"('Chaplygin', 'Russia')","('53.2265879', '39.9350255')","('53.2631489', '39.9982455')",5.862375916785025 km
18235,"('Prudhoe', 'United Kingdom')","('54.931453', '-1.902484')","('54.9774994', '-1.8224188')",7.251741197423086 km
18236,"('Berkley', 'United States')","('41.9416528', '-94.1173953')","('41.9516743', '-94.1101572')",1.2646083300339983 km
18237,"('Malibu', 'United States')","('33.9469077', '-118.9517221')","('34.0671676', '-118.5701008')",37.69245572604128 km
18238,"('Smyrna', 'United States')","('39.259705', '-75.633348')","('39.3324551', '-75.577023')",9.425652068558039 km
18239,"('Mudgee', 'Australia')","('-32.6539627', '149.5470486')","('-32.5713535', '149.6091869')",10.860118273726199 km
18240,"('Óbidos', 'Portugal')","('39.3046225', '-9.291973')","('39.4313784', '-9.0586558')",24.541918902228904 km
18241,"('Mareeba', 'Australia')","('-18.216291', '142.175012')","('-16.042536', '145.67363')",443.23155780715877 km
18242,"('Haradok', 'Belarus')","('55.4406263', '29.9483189')","('55.4846051', '30.0254089')",6.910308997931376 km
18243,"('Baranivka', 'Ukraine')","('50.2680121', '27.6219674')","('50.3179236', '27.7130113')",8.538960187081498 km
18244,"('Dranesville', 'United States')","('38.9943655', '-77.3903387')","('39.0343655', '-77.3503387')",5.632135757866904 km
18245,"('Market Drayton', 'United Kingdom')","('52.8642417', '-2.5238589')","('52.9442417', '-2.4438589')",10.40356520797375 km
18246,"('Labin', 'Croatia')","('45.054851', '14.0831931')","('45.134851', '14.1631931')",10.894986236900436 km
18247,"('Bucyrus', 'United States')","('40.775632', '-83.003555')","('40.8397649', '-82.936949')",9.072414110394444 km
18248,"('Cafayate', 'Argentina')","('-26.0815746', '-65.998089')","('-26.0631251', '-65.9707457')",3.415103673049923 km
18249,"('Phon', 'Thailand')","('15.7737152', '102.5607983')","('15.8537152', '102.6407983')",12.321662009324877 km
18250,"('San Pedro', 'Belize')","('18.3338944', '-88.5010192')","('18.3433442', '-88.4913351')",1.4634874995317524 km
18251,"('Târgu Lăpuş', 'Romania')","('47.3521271', '23.7004123')","('47.5592676', '24.0027173')",32.40404598022431 km
18252,"('Hauzenberg', 'Germany')","('48.5991982', '13.5415877')","('48.6929677', '13.7216246')",16.87414370091586 km
18253,"('Urbana', 'United States')","('40.069549', '-88.318616')","('40.157339', '-88.15306')",17.15307518083127 km
18254,"('Tiny', 'Canada')","('44.531551', '-80.5159401')","('44.9418159', '-79.8257913')",71.1809954507913 km
18255,"('Kankaanpää', 'Finland')","('61.6860698', '21.974675')","('62.1423791', '22.6951393')",63.39630044347097 km
18256,"('Frenštát pod Radhoštěm', 'Czechia')","('49.5110402', '18.1846619')","('49.5601486', '18.2489412')",7.174969287800546 km
18257,"('Wakefield', 'United States')","('42.4716375', '-71.100728')","('42.5310303', '-71.0348978')",8.532702642830792 km
18258,"('Plymouth', 'United States')","('44.9782824', '-93.522652')","('45.0664218', '-93.4003563')",13.742358037908827 km
18259,"('Velké Meziříčí', 'Czechia')","('49.3277492', '15.933335')","('49.4314878', '16.0901436')",16.210073035006996 km
18260,"('Walker Mill', 'United States')","('38.856354', '-76.9148946')","('38.888495', '-76.859868')",5.961095338277899 km
18261,"('Tring', 'United Kingdom')","('51.7540357', '-0.7009205')","('51.8340357', '-0.6209205')",10.47344758036803 km
18262,"('Tomball', 'United States')","('30.0462155', '-95.6665264')","('30.135988', '-95.5841285')",12.732881046780996 km
18263,"('Gänserndorf', 'Austria')","('47.3400646', '15.7172047')","('49.3400646', '17.7172047')",267.26433838876886 km
18264,"('Lieksa', 'Finland')","('62.9984119', '29.4670787')","('63.7571676', '31.2408597')",122.565418608094 km
18265,"('Dolinsk', 'Russia')","('47.3047263', '142.7642236')","('47.3529403', '142.8173528')",6.697802068487547 km
18266,"('Padiham', 'United Kingdom')","('53.7603638', '-2.3534052')","('53.8403638', '-2.2734052')",10.347357934385027 km
18267,"('Florida City', 'United States')","('25.4185599', '-80.5015646')","('25.4624959', '-80.4320584')",8.518792683084866 km
18268,"('Wanaque', 'United States')","('41.011397', '-74.324369')","('41.072932', '-74.250595')",9.22917993626904 km
18269,"('Winton', 'United States')","('47.9241765', '-91.803556')","('47.932491', '-91.797842')",1.0183282792465227 km
18270,"('Arizona City', 'United States')","('32.7358936', '-111.6909585')","('32.7758936', '-111.6509585')",5.807628886395196 km
18271,"('Englefield Green', 'United Kingdom')","('51.4082771', '-0.5949432')","('51.4482771', '-0.5549432')",5.248257128275157 km
18272,"('Tucson Estates', 'United States')","('32.1675769', '-111.1109295')","('32.2075769', '-111.0709295')",5.8225976453899655 km
18273,"('Hollabrunn', 'Austria')","('48.4887481', '15.9614526')","('48.6089143', '16.3042734')",28.62137741665995 km
18274,"('Scotts Valley', 'United States')","('37.029045', '-122.041703')","('37.0806455', '-121.9839999')",7.690030995719518 km
18275,"('Jarābulus', 'Syria')","('36.7781146', '37.9698306')","('36.8581146', '38.0498306')",11.391523536120477 km
18276,"('Robstown', 'United States')","('27.74776', '-97.718803')","('27.826383', '-97.635435')",11.975742681185483 km
18277,"('Miller Place', 'United States')","('40.9041179', '-73.0215525')","('40.96661', '-72.9568196')",8.825116430086455 km
18278,"('Mezdra', 'Bulgaria')","('43.1032643', '23.6752641')","('43.1832643', '23.7552641')",11.015695104429719 km
18279,"('The Pinery', 'United States')","('39.4352671', '-104.7544187')","('39.4752671', '-104.7144187')",5.619133014012657 km
18280,"('Georgetown', 'United States')","('30.666498', '-97.66')","('30.676463', '-97.649536')",1.4919887585555396 km
18281,"('Sunninghill', 'United Kingdom')","('51.3815129', '-0.6759139')","('51.4215129', '-0.6359139')",5.249101343039592 km
18282,"('Krujë', 'Albania')","('41.455487', '19.7223921')","('41.5633273', '19.8241709')",14.685010037317557 km
18283,"('Rurrenabaque', 'Bolivia')","('-15.1943774', '-67.5613505')","('-14.3689785', '-67.0599483')",106.08745345459084 km
18284,"('Aesch', 'Switzerland')","('47.4606939', '7.5593196')","('47.488326', '7.6088504')",4.835085810612719 km
18285,"('Choppington', 'United Kingdom')","('55.1286055', '-1.6215702')","('55.1686055', '-1.5815702')",5.13163383811645 km
18286,"('Wolmirstedt', 'Germany')","('52.2007771', '11.5821302')","('52.2966002', '11.7357924')",14.960772205217785 km
18287,"('Norfolk', 'United States')","('36.8207991', '-76.3448722')","('36.9697231', '-76.1767248')",22.310695560380772 km
18288,"('Ichinohe', 'Japan')","('40.031178', '141.157847')","('40.251506', '141.402002')",32.11569828936384 km
18289,"('Ross on Wye', 'United Kingdom')","('51.8740804', '-2.6238357')","('51.9540804', '-2.5438357')",10.465881144126362 km
18290,"('East Renton Highlands', 'United States')","('47.438217', '-122.164154')","('47.506204', '-122.02599')",12.869071011271785 km
18291,"('Kuriyama', 'Japan')","('42.902179', '141.755166')","('43.130459', '141.973209')",30.969102922384444 km
18292,"('North Tidworth', 'United Kingdom')","('51.2147727', '-1.7056695')","('51.2601082', '-1.6164944')",8.014075976453013 km
18293,"('Upper Montclair', 'United States')","('40.8262107', '-74.2212565')","('40.8662107', '-74.1812565')",5.57766009798081 km
18294,"('Nanakuli', 'United States')","('21.36621', '-158.187773')","('21.404708', '-158.126147')",7.681824974930014 km
18295,"('Magdagachi', 'Russia')","('53.3546797', '125.5757096')","('53.5505048', '126.1135832')",41.85445790712468 km
18296,"('Somerset', 'United States')","('29.2203368', '-98.6802253')","('29.2408402', '-98.6388129')",4.623296309904091 km
18297,"('Delhi', 'United States')","('42.4230572', '-91.3406123')","('42.4376091', '-91.3208259')",2.2943473960748997 km
18298,"('Nemyriv', 'Ukraine')","('48.9387937', '28.8133035')","('48.9972159', '28.8830995')",8.266070626024709 km
18299,"('Wrentham', 'United States')","('42.0178523', '-71.4581162')","('42.090113', '-71.2850814')",16.41940260085107 km
18300,"('Río Colorado', 'Argentina')","('-39.0095709', '-64.1187627')","('-38.9757733', '-64.0630409')",6.114116982928675 km
18301,"('Lundazi', 'Zambia')","('-12.3326748', '33.1341743')","('-12.2526748', '33.2141743')",12.412048446884176 km
18302,"('Port St. John', 'United States')","('28.4569458', '-80.8086657')","('28.4969458', '-80.7686657')",5.915680173492835 km
18303,"('Arlington', 'United States')","('32.586565', '-97.233818')","('32.817121', '-97.037008')",31.532534246600743 km
18304,"('Gräfenhainichen', 'Germany')","('51.6181493', '12.3244645')","('51.8004885', '12.6416687')",29.87163682560259 km
18305,"('Cordele', 'United States')","('31.923272', '-83.810314')","('31.9962811', '-83.72337')",11.536699649954276 km
18306,"('Forestville', 'United States')","('42.461055', '-79.185352')","('42.475812', '-79.16587')",2.292200309112657 km
18307,"('Elma', 'United States')","('43.2382451', '-92.450615')","('43.253197', '-92.4265451')",2.565293508744023 km
18308,"('Orchha', 'India')","('25.3128706', '78.6002465')","('25.3928706', '78.6802465')",11.974427964922343 km
18309,"('Mendota', 'United States')","('44.8799732', '-93.1684828')","('44.8933259', '-93.1513596')",2.007955224597546 km
18310,"('Grafton', 'United States')","('43.325723', '-93.0737455')","('43.3363222', '-93.0637936')",1.4276177767548972 km
18311,"('Glen Rock', 'United States')","('40.9484739', '-74.1464183')","('40.972763', '-74.099983')",4.749468377941136 km
18312,"('Cocoa Beach', 'United States')","('28.2858733', '-80.6433728')","('28.3712864', '-80.600585')",10.354138895575913 km
18313,"('Prymors’k', 'Ukraine')","('46.6777922', '36.3243949')","('46.7502125', '36.4087885')",10.317520426399552 km
18314,"('Mena', 'Ukraine')","('51.502896', '32.1786887')","('51.5453717', '32.2638409')",7.567015029904967 km
18315,"('Billerbeck', 'Germany')","('51.9366788', '7.2114892')","('52.0406969', '7.4345461')",19.202747060622997 km
18316,"('Griswold', 'United States')","('41.2280893', '-95.1483122')","('41.2418888', '-95.1323778')",2.033043060304395 km
18317,"('Nyazepetrovsk', 'Russia')","('56.006359', '59.555325')","('56.0668239', '59.6262632')",8.05461109894662 km
18318,"('Athol', 'United States')","('39.759764', '-98.923553')","('39.770827', '-98.916442')",1.3711468316062994 km
18319,"('Clute', 'United States')","('29.0000046', '-95.4225101')","('29.0624586', '-95.3408571')",10.544151319846753 km
